url,municipality_url,property_id,price,cadastral_income,vat,state_of_the_property,currently_leased,availability,number_of_bedrooms,livable_surface,furnished,surface_of_living_room,number_of_bathrooms,number_of_toilets,type_of_heating,elevator,orientation_of_the_front_facade,garden,surface_garden,terrace,total_land_surface,buildable_surface,ground_depth,specific_primary_energy_consumption,epc_peb_reference,certification_electrical_installation,preemption_right,urbanism_affectation,flooding_area_type,demarcated_flooding_area,609af22983804603bea6649c89f568ac_pdf,property_type,build_year,total_surface,cellar,surface_of_the_cellar_s_,attic,wash_room,garage,number_of_parking_spaces_indoor_,kitchen_equipment,kitchen_type,surface_kitchen,type_of_glazing,alarm,fireplace,adaptations_for_elderlies,access_for_disabled,number_of_facades,number_of_parking_places_outdoor_,garden_orientation,sewer_connection,running_water,rain_water_tank,yearly_total_primary_energy_consumption,certification_gasoil_tank,building_permission_granted,g_score,p_score,water_sensitive_open_space_areas,the_property_and_or_its_surroundings_are_protected_,frontage_width,327d87d3989f41d8aa4d1a93f8e28b96_pdf,bf93099045124c7aac67041293f89dd4_pdf,b9ccbcc6a522446085f7b2eb40d1acbe_pdf,55900e2f20d8400d84006a1e784eb1ea_png,surface_bedroom_1,surface_bedroom_2,surface_bedroom_3,surface_bedroom_4,number_of_floors,terrain_width_at_the_roadside,gas,swimming_pool,certification_electrical_installation_validity,planning_permission_granted,aba_44025b030100m000_20250510243_pdf,vgi_uittreksel_2025_06_10_10_35_07z_pdf,vip_00529271_pdf,sbestattest_oude_heirbaan_125_9800_deinze_pdf,certificaat_20201112_0002338682_res_1_pdf,postal_code,municipality,number_of_garages,floor_of_appartment,surface_terrace,validity_date_epc_peb,certification_as_build_,air_conditioning,balcony,entry_phone,vat_applied_,solar_panels,floor_heating,level_e,level_k,number_of_showers,co2_emission
https://immovlan.be/en/detail/apartment/for-sale/1200/sint-lambrechts-woluwe/vbd48169,sint-lambrechts-woluwe,VBD48169,,,,New,0.0,,2.0,129.0,0.0,,2.0,2.0,Hot air,1.0,South-east,,,,,,,,,"yes, certificate in accordance",0.0,,no flooding area,,,apartment,2027.0,,,,,,1.0,,,,,Double glass,,,,1.0,4.0,,,,1.0,,,,,,,,,54 m,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,14.0,,,,,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/1200/sint-lambrechts-woluwe/vbd48172,sint-lambrechts-woluwe,VBD48172,,,,New,0.0,,4.0,226.0,0.0,,4.0,3.0,Hot air,1.0,South-east,,,,,,,,,"yes, certificate in accordance",0.0,,no flooding area,a demarcated riparian zone,,apartment,2027.0,,,,,,1.0,,,,,Double glass,,,,1.0,4.0,,,,1.0,,,,,,,,,54 m,,,,,,,,,,,1.0,,,,,,,,,,,,5.0,39.0,,,,,,,,,,,,
https://immovlan.be/en/detail/penthouse/for-sale/1200/sint-lambrechts-woluwe/vbd48173,sint-lambrechts-woluwe,VBD48173,,,,New,0.0,,4.0,207.0,0.0,,4.0,3.0,Hot air,1.0,South-east,,,,,,,,,"yes, certificate in accordance",0.0,,no flooding area,a demarcated riparian zone,,apartment,2027.0,,,,,,1.0,,,,,Double glass,,,,1.0,4.0,,,,1.0,,,,,,,,,54 m,,,,,,,,,,,1.0,,,,,,,,,,,,6.0,65.0,,,,,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/1030/schaarbeek/vbd48175,schaarbeek,VBD48175,330000.0,,0.0,,0.0,On contract,2.0,112.0,0.0,,1.0,1.0,Gas,1.0,East,,,,,,,163.0,,"yes, certificate in accordance",,,,,,apartment,1962.0,,,,,,,,,,,Double glass,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,29/12/2026,,,,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/1081/koekelberg/vbd48176,koekelberg,VBD48176,195000.0,,0.0,Normal,0.0,On contract,2.0,85.0,0.0,,1.0,1.0,,1.0,South-west,,,,,,,247.0,,,,,,,,apartment,1970.0,,,,,,1.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,10.0,29/01/2026,,,,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/1070/anderlecht/vbd48186,anderlecht,VBD48186,159000.0,825.0,0.0,Normal,0.0,,1.0,61.0,0.0,,,1.0,Gas,1.0,,,,,,,,53.0,,"yes, certificate in accordance",,,no flooding area,,,apartment,1963.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,6.0,8.0,28/07/2035,,,,,,,,,,,
https://immovlan.be/en/detail/studio/for-sale/1190/vorst/vbd48192,vorst,VBD48192,199000.0,880.0,0.0,Normal,1.0,On contract,1.0,45.0,,,1.0,1.0,Gas,1.0,,,,,,,,224.0,,"yes, certificate in accordance",,,,,,apartment,,,,,,,,,,,,Double glass,,,,0.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,3.0,,12/03/2026,,,,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/1160/oudergem/vbd48178,oudergem,VBD48178,125000.0,,0.0,,0.0,,,35.0,,,,,Electricity,,,,,,,,,260.0,20250106-0000700400-01-3,,,,,,,apartment,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,,,,,,,,,,,,
https://immovlan.be/en/detail/studio/for-sale/1180/ukkel/vbd48194,ukkel,VBD48194,199000.0,880.0,0.0,Normal,1.0,On contract,1.0,45.0,,,1.0,1.0,Gas,1.0,,,,,,,,224.0,,"yes, certificate in accordance",,,,,,apartment,,,,,,,,,,,,Double glass,,,,0.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,3.0,,12/03/2026,,,,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2800/mechelen/rbu64376,mechelen,RBU64376,269700.0,,0.0,Excellent,,On contract,1.0,70.0,0.0,,1.0,,Gas,0.0,,,,,,,,176.0,,"yes, certificate in accordance",0.0,"Residential area of cultural, historical value",no flooding area,,,apartment,2015.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,10.0,25/02/2035,,,,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/1040/etterbeek/vbd48204,etterbeek,VBD48204,220000.0,418.0,0.0,,0.0,,1.0,48.0,0.0,,1.0,1.0,,0.0,West,,,,,,,275.0,,"yes, certificate in accordance",,,no flooding area,,,apartment,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,6 m,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/4728/hergenrath/vbd48205,hergenrath,VBD48205,155000.0,,0.0,,0.0,,2.0,87.0,,,1.0,,Not specified,,,,,,,,,,,,,,,,,apartment,1974.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/4728/hergenrath/vbd48206,hergenrath,VBD48206,155000.0,,0.0,,0.0,,2.0,87.0,,,1.0,,Not specified,,,,,,,,,,,,,,,,,apartment,1974.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/studio/for-sale/1090/jette/vbd48207,jette,VBD48207,115000.0,756.0,0.0,To renovate,,On contract,,33.0,1.0,,1.0,1.0,Gas,1.0,,,,,,,,222.0,,,,,,,,apartment,,,,,,,,,,,,Simple glass,,,,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/7531/havinnes/vbd48215,havinnes,VBD48215,229000.0,,0.0,Normal,,On contract,3.0,115.0,0.0,,1.0,1.0,Electricity,1.0,,,,,,,,203.0,,"yes, certificate in accordance",0.0,,,,,apartment,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,14/02/2028,,,,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/8790/waregem/rbu64395,waregem,RBU64395,399000.0,,,New,0.0,On contract,1.0,81.0,0.0,,1.0,1.0,,1.0,,,,,,,,37.0,,"yes, certificate in accordance",0.0,,no flooding area,,,apartment,2024.0,,,,,,,,,,,Double glass,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,12.0,,,,,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/7700/mouscron/vbd48235,mouscron,VBD48235,130000.0,708.0,0.0,Normal,0.0,,3.0,66.0,0.0,,,1.0,Gas,0.0,North-east,,,,,,,300.0,20251027035563,"yes, certificate in accordance",,,,,,apartment,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,11.0,27/10/2035,,,,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/6740/etalle/vbd48225,etalle,VBD48225,338847.0,,0.0,,,Immediately,2.0,86.0,0.0,,1.0,,Hot air,0.0,,,,,,,,65.0,,"yes, certificate in accordance",,,,,,apartment,2025.0,,,,,,1.0,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5331.0,,,,,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/6791/athus/vbd48236,athus,VBD48236,235000.0,,0.0,Normal,0.0,,2.0,92.0,0.0,,1.0,1.0,Electricity,0.0,,,,,,,,246.0,20150814015147,"yes, certificate in accordance",,,,,,apartment,2011.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,14/08/2025,,,,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd48272,namur,VBD48272,270000.0,1162.0,0.0,Fully renovated,0.0,,2.0,92.0,0.0,,2.0,2.0,Gas,0.0,West,,,,,,,164.0,20250923024758,,,,,,,apartment,1947.0,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,2.0,23/09/2035,,,,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/1200/sint-lambrechts-woluwe/vbd48279,sint-lambrechts-woluwe,VBD48279,215000.0,1323.0,0.0,,0.0,Immediately,1.0,55.0,0.0,,,1.0,,1.0,,,,,,,,147.0,20190502_0000548615-01-5,,,,,,,apartment,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,02/05/2029,,,,,,,,,,,
https://immovlan.be/en/detail/ground-floor/for-sale/1420/braine-l-alleud/vbd48284,braine-l-alleud,VBD48284,550000.0,,0.0,Excellent,,On contract,2.0,130.0,0.0,,2.0,2.0,Gas,1.0,South-west,,,,,,,44.0,,"yes, certificate in accordance",,,no flooding area,,,apartment,2022.0,,,,,,1.0,,,,,Double glass,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,04/07/2032,,,,,,,,,,,
https://immovlan.be/en/detail/duplex/for-sale/1400/nivelles/vbd48286,nivelles,VBD48286,290000.0,1039.0,0.0,Normal,1.0,,2.0,132.0,0.0,,1.0,2.0,Gas,0.0,,,,,,,,329.0,,"yes, certificate in accordance",0.0,,no flooding area,a demarcated riparian zone,,apartment,1900.0,,,,,,,,,,,,,,,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,22/03/2034,,,,,,,,,,,
https://immovlan.be/en/detail/penthouse/for-sale/8660/de-panne/rbu64408,de-panne,RBU64408,375000.0,1083.0,0.0,Excellent,0.0,,2.0,100.0,,,1.0,1.0,Gas,1.0,,,,,,,,222.0,3175768,"yes, certificate in accordance",,"Residential zone (residential, urban)",,,,apartment,1976.0,,,,,,,,,,,Double glass,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,8.0,,,,,,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/4620/fleron/vbd48290,fleron,VBD48290,189000.0,1050.0,0.0,Normal,0.0,On contract,3.0,99.0,0.0,,1.0,1.0,Fuel oil,1.0,,,,,,,,190.0,,"yes, certificate in accordance",0.0,,no flooding area,,,apartment,1972.0,,,,,,1.0,,,,,Double glass,,,,1.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,9.0,17/07/2035,,,1.0,,,,,,,,
https://immovlan.be/en/detail/duplex/for-sale/7611/la-glanerie/vbd48303,la-glanerie,VBD48303,400000.0,,0.0,Excellent,,Immediately,3.0,226.0,0.0,,1.0,1.0,Electricity,,,,,,,,,149.0,,,,,,,,apartment,,,,,,,1.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07/10/2021,,,,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2800/mechelen/rbu64414,mechelen,RBU64414,212000.0,942.0,0.0,Normal,,On contract,2.0,79.0,0.0,,1.0,1.0,Gas,1.0,,,,,,,,148.0,,"yes, certificate in accordance",0.0,,no flooding area,,,apartment,1978.0,,,,,,,,,,,Double glass,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,8.0,14.0,11/10/2032,,,,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/9400/ninove/rbu64420,ninove,RBU64420,219000.0,754.0,0.0,,0.0,On contract,2.0,76.0,0.0,,1.0,,Gas,,,,,,,,,,,"yes, certificate in accordance",0.0,,,,,apartment,2013.0,,,,,,,,,,,Double glass,,,,,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2235/hulshout/rbu64438,hulshout,RBU64438,365000.0,953.0,0.0,Excellent,0.0,On contract,2.0,123.0,0.0,,1.0,1.0,Gas,0.0,North,,,,,,,34.0,20250328-0003565208-RES-2,"yes, certificate in accordance",0.0,"Residential zone (residential, urban)",no flooding area,,,apartment,2017.0,,,,,,1.0,,,,,,,,,,4.0,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/1060/sint-gillis/vbd48313,sint-gillis,VBD48313,230000.0,,0.0,Normal,0.0,On contract,1.0,45.0,0.0,,1.0,1.0,Gas,1.0,,,,,,,,234.0,,,0.0,,no flooding area,,,apartment,1970.0,,,,,,,,,,,Double glass,,,,1.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,10/08/2025,,,,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/1830/machelen/rbu64415,machelen,RBU64415,299000.0,,0.0,New,,On contract,2.0,83.0,0.0,,1.0,1.0,Gas,1.0,,,,,,,,48.0,,"yes, certificate in accordance",0.0,,no flooding area,,,apartment,2021.0,,,,,,1.0,,,,,Double glass,,,,0.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,10.0,28/09/2031,,,,,,,,,,,
https://immovlan.be/en/detail/duplex/for-sale/1060/sint-gillis/vbd48314,sint-gillis,VBD48314,385000.0,,0.0,Normal,,On contract,3.0,125.0,0.0,,2.0,1.0,Gas,0.0,,,,,,,,121.0,,"yes, certificate in accordance",,,no flooding area,,,apartment,2019.0,,,,,,,,,,,Double glass,,,,0.0,2.0,,,,,,,,,,,,,15 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/1060/sint-gillis/vbd48315,sint-gillis,VBD48315,275000.0,,0.0,Normal,1.0,On contract,2.0,73.0,0.0,,1.0,1.0,Gas,0.0,,,,,,,,313.0,,"No, certificate does not comply",0.0,,no flooding area,a demarcated riparian zone,,apartment,1930.0,,,,,,,,,,,,,,,0.0,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,02/12/2034,,,,,,,,,,,
https://immovlan.be/en/detail/penthouse/for-sale/1150/sint-pieters-woluwe/vbd48318,sint-pieters-woluwe,VBD48318,540000.0,2824.0,0.0,Excellent,0.0,On contract,3.0,165.0,0.0,,2.0,2.0,,1.0,,,,,,,,345.0,,"yes, certificate in accordance",0.0,,no flooding area,,,apartment,1970.0,,,,,,1.0,,,,,Double glass,,,,1.0,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,4.0,,17/01/2032,,1.0,,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/1150/sint-pieters-woluwe/vbd48320,sint-pieters-woluwe,VBD48320,349000.0,,0.0,Normal,0.0,On contract,2.0,78.0,0.0,,1.0,1.0,Gas,1.0,,,,,,,,252.0,,"yes, certificate in accordance",0.0,,,,,apartment,1959.0,,,,,,1.0,,,,,Double glass,,,,0.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,,,,,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2150/borsbeek/rbu64481,borsbeek,RBU64481,680000.0,2231.0,0.0,Excellent,0.0,,6.0,228.0,,,3.0,3.0,Gas,,,,,,,,36 m,,,"yes, certificate in accordance",,"Residential zone (residential, urban)",no flooding area,,,apartment,1978.0,,,,,,,,,,,Double glass,,,,,,,,,1.0,,,,,,,,,6 m,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/3840/bommershoven/rbu64524,bommershoven,RBU64524,239999.0,,0.0,,0.0,,3.0,131.0,,,1.0,1.0,Gas,,,,,,,,,190.0,,"yes, certificate in accordance",,"Residential zone (residential, urban)",no flooding area,,,apartment,,,,,,,,,,,,Double glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
https://immovlan.be/en/detail/duplex/for-sale/7700/mouscron/vbd48329,mouscron,VBD48329,129000.0,483.0,0.0,Normal,,On contract,1.0,82.0,0.0,,1.0,,,,,,,,,,,372.0,,,,,,,,apartment,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/1050/elsene/vbd48342,elsene,VBD48342,229000.0,1198.0,0.0,Normal,,On contract,1.0,38.0,0.0,,1.0,1.0,Gas,1.0,,,,,,,,275.0,,"yes, certificate in accordance",,,no flooding area,a demarcated flooding area,,apartment,,,,,,,,,,,,,,,,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/9180/moerbeke-waas/rbu64762,moerbeke-waas,RBU64762,185000.0,,0.0,Excellent,0.0,,1.0,68.0,,,1.0,1.0,,1.0,,,,,,,,113.0,20251008-0003704709-RES-1,"yes, certificate in accordance",,"Residential zone (residential, urban)",no flooding area,,,apartment,2014.0,,,,,,,,,,,Double glass,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,3.0,,08/10/2035,,,,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/1070/anderlecht/vbd48345,anderlecht,VBD48345,299000.0,1550.0,0.0,Excellent,0.0,On contract,3.0,99.0,0.0,,2.0,1.0,Gas,1.0,South,,,,,,,117.0,,"yes, certificate in accordance",,,no flooding area,,,apartment,2018.0,,,,,,,,,,,Double glass,,,,1.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,3.0,,10/12/2028,,,,,,,,,,,
https://immovlan.be/en/detail/duplex/for-sale/1180/ukkel/vbd48422,ukkel,VBD48422,1150000.0,,0.0,Normal,0.0,On contract,3.0,230.0,0.0,,2.0,3.0,Gas,1.0,,,,,,,,192.0,,"No, certificate does not comply",0.0,"Residential area of cultural, historical value",no flooding area,,,apartment,1975.0,,,,,,1.0,,,,,Double glass,,,,0.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,5.0,84.0,21/10/2035,,1.0,,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/5150/floreffe/vbd48431,floreffe,VBD48431,145000.0,436.0,0.0,Normal,1.0,,1.0,45.0,0.0,,1.0,1.0,Gas,0.0,,,,,,,,251.0,,"yes, certificate in accordance",,,no flooding area,,,apartment,1850.0,,,,,,,,,,,Double glass,,,,0.0,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,25.0,18/01/2035,,,,,,,,,,,
https://immovlan.be/en/detail/duplex/for-sale/5150/floreffe/vbd48432,floreffe,VBD48432,200000.0,1222.0,0.0,To renovate,1.0,,2.0,85.0,0.0,,2.0,2.0,Gas,0.0,,,,,,,,184.0,,"yes, certificate in accordance",,,no flooding area,,,apartment,1850.0,,,,,,1.0,,,,,Double glass,,,,0.0,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/8670/koksijde/rbu64793,koksijde,RBU64793,179500.0,498.0,0.0,Excellent,0.0,,2.0,40.0,1.0,,,1.0,Gas,1.0,,,,,,,,255.0,,"yes, certificate in accordance",,"Residential zone (residential, urban)",no flooding area,,,apartment,1935.0,,,,,,,,,,,Triple glass,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/8670/koksijde/rbu64795,koksijde,RBU64795,249000.0,852.0,0.0,To be renovated,0.0,,2.0,65.0,,,1.0,1.0,Electricity,1.0,,,,,,,,311.0,,"No, certificate does not comply",,"Residential zone (residential, urban)",no flooding area,,,apartment,1990.0,,,,,,1.0,,,,,Double glass,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,1.0,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/8670/koksijde/rbu64794,koksijde,RBU64794,299000.0,686.0,0.0,Fully renovated,0.0,,2.0,55.0,1.0,,1.0,1.0,Gas,1.0,,,,,,,,341.0,,"yes, certificate in accordance",,"Residential zone (residential, urban)",no flooding area,,,apartment,1968.0,,,,,,,,,,,Double glass,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,5.0,60.0,,,,,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2550/kontich/rbu64835,kontich,RBU64835,379000.0,,0.0,,0.0,On contract,3.0,124.0,,,1.0,1.0,Not specified,1.0,,,,,,,16 m,0.0,20250714-0003645918-RES-1,,0.0,"Residential zone (residential, urban)",no flooding area,,,apartment,2001.0,,,,,,1.0,,,,,Double glass,0.0,,,0.0,,,,,,,,,,,,,0.0,5 m,,,,,,,,,,,,,,,,,,,,,,,2.0,6.0,,,0.0,0.0,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/1190/vorst/vbd48436,vorst,VBD48436,209000.0,,0.0,Fully renovated,0.0,On contract,1.0,65.0,0.0,,1.0,1.0,Fuel oil,1.0,South,,,,,,,,,"yes, certificate in accordance",,,no flooding area,,,apartment,,,,,,,,,,,,Double glass,,,,1.0,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,5.0,9.0,,,,,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/6140/fontaine-l-eveque/vbd48439,fontaine-l-eveque,VBD48439,185000.0,737.0,0.0,,,On contract,3.0,121.0,0.0,,1.0,,Gas,0.0,,,,,,,,414.0,,,,,no flooding area,,,apartment,1980.0,,,,,,1.0,,,,,Double glass,,,,0.0,4.0,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,4.0,27/07/2028,,,,,,,,,,,
https://immovlan.be/en/detail/duplex/for-sale/1500/halle/rbu64836,halle,RBU64836,540000.0,,0.0,,0.0,,3.0,127.0,,,2.0,2.0,Gas,0.0,South-west,,,,,,,85.0,23027-G-BH/2014/162/EP19297/WO26/D01/SD016,,0.0,"Residential zone (residential, urban)",no flooding area,,,apartment,2017.0,,,,,,1.0,,,,,Double glass,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2800/mechelen/rbu64852,mechelen,RBU64852,219000.0,,0.0,,0.0,,2.0,85.0,,,1.0,,,0.0,,,,,,,,367.0,20250517-0003196236-RES-3,,0.0,"Residential zone (residential, urban)",no flooding area,,,apartment,1967.0,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,0.0,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/1210/sint-joost-ten-node/vbd48460,sint-joost-ten-node,VBD48460,301000.0,,,New,,,1.0,61.0,,,1.0,1.0,Hot air,1.0,,,,,,,,70.0,,"yes, certificate in accordance",,,no flooding area,,,apartment,2025.0,,,,,,,,,,,Double glass,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,9.0,,,,,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/4500/huy/vbd48451,huy,VBD48451,179000.0,,,New,0.0,On contract,2.0,136.0,0.0,,1.0,2.0,Gas,0.0,,,,,,,,98.0,,"yes, certificate in accordance",,,no flooding area,,,apartment,2024.0,,,,,,1.0,,,,,Double glass,,,,0.0,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,12.0,,,,,,,,,,,,
https://immovlan.be/en/detail/ground-floor/for-sale/9230/wetteren/rbu64857,wetteren,RBU64857,299000.0,915.0,0.0,Fully renovated,,On contract,3.0,152.0,0.0,,1.0,2.0,Gas,0.0,East,,,,,,,178.0,,,1.0,,,,,apartment,,,,,,,,,,,,Double glass,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,01/07/2035,,,,,,,,,,,
https://immovlan.be/en/detail/penthouse/for-sale/1200/sint-lambrechts-woluwe/vbd48348,sint-lambrechts-woluwe,VBD48348,990000.0,,0.0,Excellent,,Immediately,4.0,215.0,0.0,,4.0,2.0,Gas,1.0,,,,,,,,96.0,,"yes, certificate in accordance",,,no flooding area,,,apartment,2016.0,,,,,,1.0,,,,,,,,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,30.0,,,,,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbu64768,lier,RBU64768,440000.0,1333.0,0.0,Excellent,0.0,,3.0,125.0,,,1.0,1.0,Gas,1.0,,,,,,,,87.0,20230314-0002837393-RES-2,"yes, certificate in accordance",,"Residential zone (residential, urban)",no flooding area,,,apartment,2010.0,,,,,,1.0,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,8.0,14/03/2033,,,,,,,,,,,
